year,imd10,sex,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
2002,5,f,113,13,5,3,5,5,1,4,3,3,2,4,2,4,7,1,8,8,10,11,6,10,9,6,10,9,12,9,9,14,12,13,20,15,23,19,21,26,26,24,24,38,38,48,43,45,57,52,66,75,82,86,88,108,115,144,133,140,157,147,144,174,202,205,201,217,263,233,310,327,354,382,466,511,523
2002,6,f,105,8,1,2,2,5,2,2,3,0,6,1,5,5,8,5,6,7,6,8,6,9,9,6,8,11,6,8,7,11,15,17,17,10,16,23,17,24,28,21,31,31,49,49,52,46,52,52,70,64,59,72,112,99,112,128,113,149,171,134,171,156,194,180,191,223,274,275,260,323,334,392,456,500,537
2002,7,f,93,6,4,4,3,2,1,1,2,3,1,2,7,5,6,1,9,6,10,12,9,10,9,7,6,4,11,7,9,10,10,7,18,19,18,19,20,19,25,33,39,30,34,32,48,43,44,58,59,58,75,73,83,89,134,117,111,128,130,143,180,162,182,180,232,219,247,249,274,300,330,422,456,489,475
2002,8,f,69,9,4,3,4,2,3,2,0,0,4,2,3,3,5,2,9,11,2,8,10,3,2,10,4,7,5,7,9,11,6,15,14,12,17,19,19,18,22,21,32,32,34,40,47,50,45,69,62,56,74,94,81,101,113,119,119,116,132,126,133,140,155,177,196,192,203,232,225,285,306,331,415,419,500
2002,9,f,66,4,2,2,2,0,2,3,2,3,2,3,4,4,1,2,7,5,11,5,3,8,6,3,6,11,8,8,10,16,7,11,12,13,14,9,20,21,20,25,24,22,37,28,33,34,52,53,56,52,71,77,66,106,99,149,127,140,120,148,122,132,165,145,206,183,239,227,225,256,289,357,349,380,443
2002,10,f,60,7,3,3,4,3,1,0,0,3,5,1,3,0,4,2,7,5,3,6,1,6,6,5,6,4,5,4,5,5,10,12,6,14,17,10,12,18,28,28,27,30,26,33,42,42,35,39,50,54,52,68,87,90,114,119,115,113,121,144,125,108,138,142,163,158,189,202,214,218,257,295,361,398,407
2003,1,f,329,24,11,10,10,5,2,3,6,2,4,3,6,2,9,5,10,9,12,17,6,20,19,13,18,14,24,14,17,24,33,26,34,35,41,29,43,46,43,53,54,73,55,61,73,78,87,87,104,120,127,126,136,161,152,193,192,156,200,193,215,245,240,274,331,339,341,394,442,430,504,535,655,687,704
2003,2,f,234,23,9,7,7,7,4,4,4,5,3,3,8,2,5,6,5,8,12,12,10,18,11,16,9,16,18,12,20,26,27,21,28,27,49,30,25,41,45,40,54,58,59,57,69,76,79,82,85,96,93,117,100,123,147,166,150,148,188,199,208,193,216,232,269,272,279,329,356,428,432,500,559,620,630
2003,3,f,186,7,7,6,4,6,3,3,4,4,2,1,7,3,2,2,4,4,8,11,14,6,10,10,12,10,12,18,15,13,17,17,19,25,19,40,30,40,55,39,48,36,50,53,50,67,79,83,73,79,87,97,88,127,126,148,167,141,162,182,174,208,173,195,224,277,266,274,341,357,365,437,500,552,585
2003,4,f,125,14,10,4,1,4,4,1,4,0,2,3,4,1,7,4,3,7,4,10,10,3,7,10,10,10,10,10,13,19,17,14,24,14,31,30,30,35,38,42,38,45,61,55,62,46,54,71,71,70,90,76,109,111,111,155,159,125,147,143,189,180,158,188,214,264,258,316,304,359,335,399,488,543,589
2003,5,f,125,6,5,4,2,1,5,1,0,1,6,3,6,9,3,9,7,6,9,9,8,5,5,9,11,4,11,9,15,10,19,18,10,20,19,21,25,26,29,36,48,37,46,44,41,55,50,60,58,69,85,81,102,88,99,143,151,144,154,159,177,171,163,185,202,246,250,266,322,331,363,390,439,499,555
2003,6,f,92,7,7,3,2,3,4,7,3,1,2,3,4,1,7,4,7,6,7,7,7,7,13,11,8,9,10,14,13,12,13,18,19,16,19,18,23,14,29,29,48,29,38,50,56,55,51,50,55,67,64,62,91,98,125,118,147,124,152,163,174,146,172,181,213,242,232,271,288,293,329,387,445,482,536
2003,7,f,88,6,5,7,1,2,1,2,2,4,4,4,3,5,3,5,9,8,5,9,10,3,13,6,8,7,13,6,10,7,13,16,12,13,20,18,20,9,33,21,24,31,30,45,42,36,53,63,61,76,82,86,92,86,109,128,173,126,143,164,163,171,155,205,205,229,245,272,264,281,344,329,375,467,465
2003,8,f,90,7,5,1,4,3,3,1,2,0,2,5,3,4,5,4,3,9,4,6,8,7,9,6,6,7,7,10,10,11,11,17,15,16,14,23,21,18,23,26,27,34,34,29,52,49,46,55,53,52,59,81,74,76,102,125,145,112,126,158,149,140,136,153,202,192,222,237,235,263,302,340,401,411,479
2003,9,f,74,7,3,2,1,4,3,0,2,4,4,3,4,2,3,3,5,5,9,6,9,7,3,7,3,4,3,6,9,8,9,4,9,17,17,13,25,20,24,28,25,27,28,35,42,36,45,55,54,51,59,74,73,91,100,130,134,107,127,144,137,130,130,162,175,213,228,213,235,271,286,317,364,418,466
2003,10,f,67,4,5,5,7,2,2,3,0,7,5,5,5,1,4,4,8,6,8,6,5,6,6,4,2,6,4,7,4,12,9,12,9,15,16,14,23,17,21,25,24,26,22,35,33,29,36,44,52,39,71,59,71,84,105,113,118,114,122,142,140,148,133,164,156,172,176,201,216,231,239,268,329,330,430
2004,1,f,276,20,10,4,0,5,5,7,2,5,5,5,11,6,6,5,14,13,13,13,20,16,19,26,17,22,18,16,14,21,31,20,27,40,28,39,42,54,43,60,54,55,63,75,74,74,79,107,104,108,123,125,118,149,155,157,183,213,202,192,238,254,229,253,297,317,407,383,426,456,452,509,563,625,665
2004,2,f,232,19,12,9,3,5,2,4,3,1,3,4,5,8,2,7,8,4,5,13,13,11,11,12,11,11,19,17,22,16,17,21,15,31,37,33,36,47,56,46,42,49,51,65,67,72,75,68,66,99,94,101,104,100,118,132,168,156,162,172,187,154,204,220,260,287,303,304,370,359,411,425,509,571,599
2004,3,f,178,8,5,6,7,1,8,1,3,2,1,1,5,3,6,9,7,3,8,16,11,16,12,14,12,7,17,13,8,18,22,24,28,21,31,32,42,36,27,45,33,51,49,59,59,55,62,67,75,78,90,110,88,103,108,123,136,183,167,185,179,192,181,193,224,273,266,266,303,336,384,390,465,566,594
2004,4,f,133,6,2,6,1,3,4,3,1,0,4,3,4,3,7,11,12,5,11,10,4,7,8,10,9,9,9,14,13,15,17,13,15,19,22,28,26,24,47,34,40,51,58,42,48,50,64,72,63,61,82,85,88,102,113,127,168,165,171,156,197,186,186,158,221,221,253,280,336,323,293,343,448,499,543
2004,5,f,111,8,6,2,2,2,2,1,1,0,2,1,4,2,5,3,10,12,6,7,8,12,5,8,9,17,16,7,10,9,15,20,9,17,16,19,21,27,42,31,28,44,37,35,38,57,67,76,75,57,73,81,75,105,116,118,129,169,127,137,148,179,185,172,210,242,226,249,309,313,349,337,425,459,531
2004,6,f,121,5,3,2,5,4,5,1,5,0,3,0,5,5,2,4,4,5,7,9,12,10,8,8,7,10,9,5,13,11,16,12,18,9,21,28,24,27,36,29,36,36,35,37,48,44,54,59,64,62,73,91,83,87,111,111,147,167,131,176,170,169,170,206,194,198,234,244,280,299,310,345,388,442,470
2004,7,f,92,11,3,5,5,1,3,2,4,4,1,1,1,2,3,2,2,7,1,9,3,7,6,10,5,9,8,3,6,10,14,15,24,11,19,20,15,19,30,25,35,31,33,34,49,45,44,51,53,51,75,57,58,87,103,105,127,163,134,150,174,164,166,168,183,193,216,260,289,308,291,342,395,444,483
2004,8,f,85,9,5,4,2,2,3,2,2,2,2,5,3,5,1,2,6,8,11,9,9,5,5,7,7,8,7,10,12,7,13,8,16,14,18,11,20,18,18,35,30,37,33,40,30,40,51,38,62,44,68,74,79,98,91,104,134,166,114,146,154,143,184,146,178,183,224,239,243,256,257,326,327,388,466
2004,9,f,68,6,5,2,4,1,0,3,1,4,2,0,3,4,5,3,3,7,11,9,4,5,7,9,7,9,2,5,1,9,7,10,9,17,15,18,18,21,22,28,22,29,35,35,42,43,53,45,43,56,69,48,72,71,88,88,113,151,130,133,149,129,160,166,171,180,206,235,233,267,268,332,327,388,439
2004,10,f,73,8,4,2,6,3,3,1,1,2,2,1,2,3,0,4,5,5,6,8,2,3,10,4,7,6,2,7,10,7,4,8,11,8,8,11,16,19,15,20,21,22,30,32,34,47,52,50,47,48,56,68,56,69,72,97,132,132,132,119,129,142,121,154,152,174,196,198,210,226,250,257,312,332,386
2005,1,f,275,23,7,7,6,3,7,6,2,4,3,4,6,5,7,6,12,10,14,17,12,12,18,17,11,13,15,21,16,23,24,22,32,42,35,39,36,40,45,56,53,69,63,83,85,79,92,83,107,94,120,124,157,140,143,148,160,203,219,206,211,224,239,253,300,303,376,381,382,414,439,445,550,520,655
2005,2,f,209,13,11,3,4,3,3,5,3,5,2,2,4,4,7,5,6,9,8,8,13,11,6,16,15,14,19,17,16,16,16,23,31,33,30,35,45,48,42,40,47,43,64,59,65,69,67,79,84,88,84,98,117,115,132,150,171,174,212,162,173,205,188,204,204,249,320,302,343,354,382,417,441,493,553
2005,3,f,178,11,1,8,1,3,2,2,0,4,5,8,6,1,3,4,12,10,14,7,15,2,7,13,13,18,9,11,19,15,21,14,16,17,32,21,31,36,28,56,49,42,50,54,65,62,60,63,77,79,91,87,106,105,118,107,163,147,156,175,175,209,212,188,212,243,284,300,319,338,361,376,428,453,552
2005,4,f,135,9,5,3,0,0,4,2,5,2,4,2,3,7,4,6,10,12,8,6,8,9,13,11,15,8,15,13,11,12,7,14,19,25,34,18,23,27,32,21,40,28,38,46,54,53,58,76,78,73,79,88,86,98,111,113,128,179,165,181,155,181,203,190,197,232,254,278,319,316,328,365,417,455,547
2005,5,f,109,10,8,7,2,1,3,3,2,2,3,3,6,4,2,4,5,4,8,11,8,10,11,15,8,17,7,8,9,14,9,17,16,12,13,22,23,31,44,29,42,31,48,42,46,37,43,64,75,70,66,89,85,81,101,112,128,174,183,141,158,183,201,166,175,228,244,290,281,327,295,353,423,411,490
2005,6,f,98,13,1,3,1,3,1,1,2,1,2,2,3,4,7,7,5,5,9,7,9,6,6,9,6,5,7,13,10,14,11,10,19,12,16,21,18,27,20,46,26,33,40,47,58,45,39,53,76,70,81,69,79,102,110,120,118,162,169,139,147,197,175,171,175,206,230,255,272,333,318,361,386,439,483
2005,7,f,95,7,5,1,2,1,1,2,1,2,0,1,0,1,4,4,5,7,4,10,7,4,9,6,6,7,5,11,6,6,9,9,10,13,15,12,15,23,20,30,33,37,45,25,36,43,49,55,60,82,80,72,73,80,94,99,127,132,191,145,169,186,203,187,206,218,234,241,274,289,326,326,353,425,483
2005,8,f,72,9,3,3,0,1,2,3,2,1,2,2,5,5,7,1,5,7,6,7,9,6,7,5,9,3,11,11,11,7,7,10,6,16,17,11,16,16,21,24,28,42,38,35,51,34,39,55,57,68,59,72,83,91,94,103,118,144,155,140,145,178,150,188,189,195,225,247,236,299,295,320,362,404,418
2005,9,f,65,6,3,0,2,6,2,3,1,0,2,1,4,5,0,0,4,5,4,5,4,10,6,6,4,5,7,5,7,4,6,12,13,14,14,10,19,20,32,17,29,27,36,31,41,36,53,44,46,54,60,67,69,73,80,99,113,152,141,135,158,127,164,175,169,196,229,249,218,264,236,263,345,393,395
2005,10,f,68,6,1,1,2,2,3,3,2,3,2,2,1,2,2,4,5,3,6,10,4,8,6,2,5,11,6,7,6,8,9,8,5,14,11,9,24,22,17,19,28,21,31,44,25,39,31,49,44,60,59,61,59,68,84,93,103,116,126,141,108,154,131,165,150,155,163,178,202,207,261,252,296,309,350
2006,1,f,301,21,15,7,6,7,4,3,6,3,4,5,6,9,7,8,5,8,16,15,13,10,11,8,14,17,22,23,30,17,18,24,34,33,33,33,38,39,55,57,69,59,70,79,75,104,94,115,111,125,107,123,145,145,127,169,184,165,196,242,219,240,257,273,253,294,351,367,397,401,439,458,511,522,604
2006,2,f,234,15,5,5,3,4,1,2,2,3,2,2,4,1,8,10,6,3,6,7,15,11,9,15,12,13,12,22,9,13,17,16,13,28,32,23,29,30,39,39,49,54,58,62,76,73,57,79,82,83,79,112,116,117,124,142,149,146,160,228,171,182,200,233,224,234,247,292,329,344,374,400,458,477,526
2006,3,f,169,16,8,6,4,3,1,6,5,2,4,2,1,4,4,4,10,14,6,7,6,12,9,7,15,13,19,12,11,12,17,20,21,19,23,35,30,30,27,45,46,53,46,52,63,64,55,51,88,81,93,84,76,112,112,115,137,156,158,182,163,195,213,196,226,218,252,290,326,332,335,377,377,448,537
2006,4,f,143,15,2,4,6,5,2,2,3,1,3,6,5,4,3,5,6,5,16,8,6,7,10,11,7,15,13,12,16,10,12,12,13,15,17,19,36,45,28,35,30,41,40,46,60,51,53,47,75,66,89,71,86,78,96,108,142,166,156,204,174,186,202,208,200,196,256,246,297,298,332,344,372,415,494
2006,5,f,111,14,7,5,4,4,4,1,4,0,1,4,2,3,2,3,4,6,13,10,8,7,7,6,13,8,8,9,12,7,16,11,8,22,17,27,17,23,30,28,37,38,32,45,27,44,50,53,58,69,92,77,81,91,76,112,123,142,158,197,171,163,180,216,244,200,223,251,310,274,336,359,407,374,461
2006,6,f,118,4,6,1,4,2,5,1,1,2,1,2,3,3,0,3,6,10,11,10,4,6,8,15,5,7,13,5,5,10,13,12,11,20,21,22,29,29,25,32,33,35,48,43,51,53,50,70,71,57,75,68,68,84,108,100,121,127,160,190,120,170,188,200,208,213,240,270,283,272,312,344,341,447,439
2006,7,f,104,5,4,3,1,0,1,2,4,0,1,2,4,6,3,5,3,8,6,9,6,1,8,6,7,6,12,9,13,11,13,10,7,14,12,27,15,17,32,28,22,37,35,48,43,37,41,56,60,55,80,66,88,85,90,93,108,123,146,166,160,188,184,204,187,195,191,251,273,275,303,343,326,385,465
2006,8,f,106,8,5,5,0,1,6,1,3,1,1,0,0,1,4,5,7,11,3,4,9,7,9,6,9,9,8,7,4,4,8,8,8,15,14,13,24,22,16,26,23,32,37,36,33,44,52,53,60,52,63,58,77,82,75,101,113,98,128,202,145,175,182,161,179,195,215,235,248,263,281,312,349,409,439
2006,9,f,77,4,8,1,3,1,1,0,4,0,3,4,1,3,3,6,7,5,7,5,6,8,7,2,4,4,7,4,11,4,6,9,10,13,11,13,22,23,28,29,27,28,31,38,43,45,47,49,57,57,67,62,82,74,84,92,121,117,150,170,138,171,182,162,168,136,187,222,241,251,290,268,305,347,420
2006,10,f,67,12,3,3,2,2,3,1,2,1,1,2,1,3,3,5,6,6,2,8,7,6,6,6,6,9,7,4,10,9,3,2,6,6,11,8,11,18,15,19,19,18,39,36,39,44,41,44,46,54,57,70,71,80,103,82,91,111,155,126,132,165,154,148,151,140,194,199,215,203,230,256,294,328,361
2007,1,f,271,20,9,10,4,2,5,3,4,6,9,2,9,6,3,3,13,12,9,13,11,11,9,20,16,17,15,17,18,27,32,21,26,29,38,46,36,43,51,58,69,68,84,70,73,98,84,103,104,102,136,106,113,141,153,159,161,186,190,229,285,273,235,284,294,266,300,322,381,406,484,500,445,525,549
2007,2,f,204,11,9,8,5,0,5,3,2,1,3,3,6,6,3,3,7,8,5,4,8,21,13,11,16,7,20,11,19,19,19,17,15,20,26,39,27,39,48,57,43,56,56,59,72,73,70,77,88,79,106,85,102,116,115,155,138,155,178,193,214,195,179,227,214,246,259,306,283,349,391,399,420,464,535
2007,3,f,185,11,6,5,2,1,3,2,0,5,4,3,2,6,4,4,7,3,8,5,11,6,14,7,14,11,10,12,13,17,14,11,21,22,20,19,36,33,35,40,49,36,42,67,49,58,72,66,80,86,95,94,91,111,112,116,127,114,151,141,207,221,193,224,212,200,233,279,295,344,364,344,396,391,474
2007,4,f,146,10,5,3,3,5,3,1,5,4,1,1,2,3,2,7,6,8,6,7,2,12,9,11,13,9,15,9,12,12,16,10,15,16,30,31,14,23,19,35,41,49,42,46,55,65,65,55,74,71,78,76,72,116,97,96,120,120,156,156,188,181,219,198,239,236,221,256,301,299,339,351,358,435,466
2007,5,f,106,8,6,5,2,6,2,3,1,1,4,3,2,2,8,4,2,10,8,4,7,3,5,8,4,7,8,11,11,13,10,13,14,20,18,16,24,28,28,28,46,56,50,51,55,61,61,60,66,68,65,66,83,97,99,96,126,151,137,173,205,186,181,239,222,217,228,260,291,321,340,340,370,429,450
2007,6,f,118,5,1,3,1,1,2,4,0,1,3,2,2,0,4,5,1,8,9,7,7,4,9,6,9,11,12,6,10,4,6,13,13,9,11,9,13,18,20,22,38,35,39,41,41,43,40,48,61,61,64,102,58,74,103,129,116,137,162,174,188,204,169,202,220,213,244,251,255,291,300,347,371,426,447
2007,7,f,88,6,3,3,2,2,1,0,0,2,5,1,2,3,4,1,6,6,11,8,2,9,5,6,7,5,6,8,8,8,6,9,15,11,15,18,12,25,24,24,27,29,26,53,39,46,53,68,59,65,63,66,76,89,101,114,110,134,138,162,176,166,190,199,209,187,201,217,256,292,301,303,352,395,427
2007,8,f,97,11,4,4,4,4,2,2,2,1,1,4,4,3,4,1,4,9,8,11,4,9,10,4,10,8,6,4,7,10,8,8,14,12,14,20,12,18,28,25,24,29,31,36,38,39,42,50,61,52,71,74,67,84,88,95,102,120,124,168,177,176,156,226,192,173,177,219,225,268,296,315,363,344,408
2007,9,f,104,6,4,4,3,1,2,2,3,1,3,5,1,4,3,3,6,9,3,9,6,9,5,2,9,0,6,2,5,8,9,6,12,14,19,10,14,20,19,29,38,31,32,36,31,42,45,39,57,52,61,69,65,64,97,83,106,123,131,166,201,151,165,201,181,168,199,211,229,239,243,253,332,336,396
2007,10,f,57,5,3,3,0,3,0,2,1,1,4,3,8,1,2,6,6,6,12,3,9,5,8,6,5,5,9,8,4,3,2,5,11,9,11,15,20,17,21,14,22,26,35,25,33,39,31,50,56,52,50,65,67,61,87,84,96,95,107,131,145,148,155,175,165,175,146,175,191,257,245,283,275,291,295
2008,1,f,312,29,7,11,0,9,7,4,4,3,2,8,5,2,3,4,8,7,10,13,12,19,24,13,17,14,19,27,19,27,21,30,27,22,23,32,38,58,57,51,75,67,73,91,70,84,88,87,92,107,131,125,125,127,151,173,162,175,188,233,255,290,236,291,282,288,295,315,390,415,450,463,507,504,576
2008,2,f,211,12,8,6,4,2,1,4,6,2,2,4,0,2,1,8,4,6,15,9,14,9,6,15,11,13,19,8,21,24,28,15,17,25,26,30,31,36,47,41,68,62,50,77,73,90,92,77,86,100,129,119,115,111,124,126,153,156,184,183,235,230,218,225,215,266,253,295,350,327,357,399,425,513,471
2008,3,f,193,17,6,7,8,3,7,3,5,4,3,4,4,7,2,7,4,5,8,14,9,9,13,6,9,9,15,16,16,15,15,18,23,38,22,24,28,30,47,46,42,52,64,51,61,73,73,71,68,82,95,84,97,108,100,115,139,128,167,162,178,233,205,206,251,239,239,258,287,341,374,338,385,455,451
2008,4,f,147,4,8,5,6,0,2,2,1,5,0,1,2,2,4,4,6,9,10,9,8,16,4,10,7,8,12,11,14,17,15,16,18,21,19,13,11,32,33,39,36,47,53,40,64,67,74,72,76,65,81,103,88,96,103,109,135,118,134,183,237,224,175,213,209,241,234,228,234,286,308,334,396,414,499
2008,5,f,119,3,11,4,7,1,5,0,2,4,3,3,1,2,6,3,2,6,10,4,6,7,10,8,7,14,10,9,7,10,4,12,22,12,22,19,15,27,30,35,25,47,43,44,59,46,55,53,67,70,84,104,85,88,114,97,102,128,125,171,172,213,204,186,247,262,229,251,262,316,299,370,376,445,429
2008,6,f,102,12,5,3,2,4,0,1,2,3,0,2,2,5,3,6,4,10,9,7,7,8,7,5,15,6,7,5,9,12,9,12,11,15,22,12,21,18,24,23,42,32,30,40,39,35,56,65,75,56,59,84,74,81,109,107,106,114,130,158,177,227,179,195,235,219,215,220,236,291,337,329,372,449,446
2008,7,f,75,8,5,2,2,1,1,2,2,2,1,0,2,1,2,4,4,7,4,8,6,3,5,5,8,6,9,4,3,5,11,5,13,21,21,19,12,12,19,29,25,32,32,51,41,37,53,56,69,74,81,78,79,61,114,84,96,126,126,157,191,216,192,191,222,225,189,228,272,291,301,324,373,371,386
2008,8,f,78,3,8,5,2,2,0,3,0,3,5,1,2,5,0,2,2,2,7,10,6,6,8,8,8,8,6,4,8,9,13,6,11,9,18,18,22,17,14,27,19,22,44,31,39,44,47,50,51,49,64,59,64,81,88,87,104,94,105,145,163,205,162,195,216,209,221,207,248,261,328,317,311,379,409
2008,9,f,69,10,3,2,3,3,0,0,3,1,2,1,1,3,1,4,2,6,8,8,4,6,7,10,3,6,11,8,7,7,8,8,13,13,14,22,16,18,25,28,19,31,33,35,36,46,46,41,60,50,69,54,76,69,93,96,91,117,122,141,145,199,173,161,216,202,183,201,218,265,245,315,283,343,335
2008,10,f,68,3,4,4,2,2,1,3,1,2,1,1,2,4,4,4,7,9,2,2,3,5,4,6,5,6,7,5,6,4,2,8,6,12,15,10,13,21,15,17,20,23,27,37,40,34,50,39,41,41,54,53,45,71,81,95,64,93,110,155,148,168,143,159,183,159,153,162,203,209,241,232,295,305,366
2009,1,f,280,12,10,8,8,5,4,5,4,3,5,6,6,1,6,6,10,9,9,15,10,7,10,19,15,19,33,19,30,19,28,38,25,22,34,47,40,38,44,60,81,63,73,72,85,87,91,88,96,111,109,106,135,125,136,172,176,178,179,199,222,228,262,272,267,279,307,296,301,384,388,409,435,501,526
2009,2,f,226,10,4,6,11,3,2,1,3,1,2,2,7,6,3,6,7,6,13,8,13,14,10,12,8,24,15,19,12,16,18,18,20,17,24,31,21,37,33,40,45,58,59,57,70,73,79,91,101,96,95,77,83,132,129,130,118,153,167,183,211,237,249,190,227,263,290,277,310,307,352,357,382,409,479
2009,3,f,165,7,10,4,2,4,3,2,6,3,1,2,0,1,7,5,9,8,11,10,11,12,11,10,11,7,9,8,18,16,16,21,16,24,21,25,32,31,39,37,45,45,45,55,52,66,72,66,56,76,101,88,110,123,129,114,111,150,128,176,180,201,230,230,243,226,275,259,270,285,362,386,351,440,478
2009,4,f,150,10,4,5,3,6,3,2,0,6,4,2,5,7,1,6,4,6,5,7,12,14,10,6,5,9,12,13,14,18,12,13,18,16,20,18,31,31,32,36,34,30,42,46,57,67,67,73,82,64,78,67,86,79,110,123,131,114,142,139,159,218,236,194,214,237,257,236,248,292,366,371,391,428,421
2009,5,f,121,5,5,6,3,2,2,2,1,5,2,2,1,2,3,2,4,4,5,7,6,6,6,7,8,11,9,15,17,16,5,14,15,19,19,18,20,20,34,24,30,44,34,38,58,65,62,60,59,59,73,68,90,94,99,99,123,115,140,163,154,191,228,186,215,239,268,233,257,291,302,341,391,437,437
2009,6,f,117,12,5,3,6,2,1,1,3,2,2,7,2,5,3,2,4,5,8,2,5,7,6,5,8,8,6,5,7,9,11,9,17,11,19,13,13,26,23,21,35,33,42,46,50,56,48,38,60,66,69,71,81,86,98,106,124,120,133,160,167,201,232,210,202,217,233,231,240,280,328,328,343,394,435
2009,7,f,81,4,6,2,2,0,3,2,1,2,3,2,5,4,5,8,10,8,6,12,3,9,8,3,6,2,6,8,10,8,11,6,8,10,8,14,13,25,22,25,24,35,32,37,34,36,42,51,42,67,71,61,61,78,79,101,115,124,115,140,162,166,202,203,218,204,229,194,218,245,305,314,302,339,391
2009,8,f,76,5,6,7,1,3,2,2,0,3,2,3,0,3,3,3,6,2,5,8,11,1,4,7,7,11,6,9,6,9,15,5,6,15,19,13,14,17,21,25,39,26,27,44,42,46,51,50,53,63,69,65,84,79,80,99,105,94,120,146,155,197,199,199,198,214,226,233,213,240,303,321,356,307,391
2009,9,f,73,8,3,3,2,4,1,0,0,4,3,1,0,3,3,3,0,7,7,3,5,6,3,7,6,3,3,2,4,16,9,7,9,9,15,15,9,14,21,19,23,25,30,40,39,49,43,43,48,67,63,52,75,76,75,88,103,85,104,124,149,159,195,213,205,203,207,189,196,223,248,267,281,316,384
2009,10,f,80,5,4,4,3,4,2,2,1,3,0,2,0,0,4,4,3,2,6,4,3,9,2,9,3,9,3,6,6,9,3,5,9,5,9,12,10,17,14,19,23,25,25,26,37,48,39,46,52,50,58,54,65,68,81,77,84,80,117,111,122,146,178,154,182,169,167,213,187,206,231,252,281,267,350
2010,1,f,269,25,6,5,4,3,3,3,5,2,6,2,7,5,6,11,7,10,10,4,11,12,14,12,19,21,21,22,23,14,26,21,33,28,28,27,49,39,45,40,62,63,68,73,77,97,87,89,112,134,112,110,145,153,175,153,169,161,203,203,228,250,259,289,252,250,300,281,305,343,399,440,480,509,524
2010,2,f,202,11,8,6,6,4,4,5,3,4,1,3,3,4,8,5,7,8,7,10,6,10,9,15,10,8,13,11,20,14,26,18,24,18,29,28,31,51,36,31,48,65,61,71,71,62,74,96,86,81,96,96,110,122,128,113,138,148,173,191,193,209,232,276,253,256,265,255,285,297,333,357,392,415,455
2010,3,f,198,13,5,5,5,3,3,4,1,2,4,2,3,1,2,8,4,5,6,13,12,5,9,13,12,6,14,16,13,15,20,19,22,20,19,30,32,33,33,35,45,37,45,52,68,60,65,80,74,82,75,104,134,109,123,117,125,158,171,141,178,206,219,223,209,227,268,266,264,278,366,374,412,418,416
2010,4,f,132,13,4,5,3,4,4,2,6,2,5,2,0,1,5,3,7,9,7,8,7,3,8,12,8,14,7,14,13,13,14,7,12,12,17,29,18,31,29,23,34,44,45,45,47,55,70,67,62,68,80,81,87,97,106,120,109,127,100,132,159,198,203,267,238,238,241,288,226,257,316,315,356,386,456
2010,5,f,119,5,4,6,3,2,3,3,3,3,2,2,4,3,3,3,9,5,9,6,2,2,5,9,7,11,8,11,11,10,17,8,21,14,8,18,16,30,27,29,29,33,36,47,50,58,48,56,68,64,75,85,75,84,115,114,123,125,135,130,172,180,246,236,232,220,241,258,252,290,306,356,362,391,427
2010,6,f,108,5,5,7,3,0,1,2,2,1,0,2,3,3,4,1,2,11,9,5,9,4,7,12,13,2,9,10,7,12,10,22,7,11,9,11,23,16,29,35,27,30,38,47,52,50,47,47,57,75,69,87,78,80,91,89,96,114,139,116,169,168,195,268,197,247,233,243,246,272,297,321,356,369,392
2010,7,f,99,7,4,1,3,0,1,0,5,3,0,0,3,0,3,5,3,6,5,11,4,3,6,3,6,10,8,9,10,6,12,6,12,8,14,16,20,18,24,24,35,38,44,43,33,37,54,56,41,59,75,66,78,83,94,87,123,128,124,143,146,169,193,218,212,236,244,237,251,268,298,325,332,379,372
2010,8,f,77,4,2,3,2,3,1,2,2,1,1,3,0,4,6,5,2,6,4,7,10,6,1,3,9,8,2,7,15,8,5,11,9,12,7,15,20,20,24,19,24,28,26,33,29,47,43,51,57,59,59,67,76,64,77,85,93,124,111,136,152,171,180,208,187,228,226,223,264,236,268,311,317,345,416
2010,9,f,82,8,2,1,0,2,3,3,3,2,2,2,2,3,2,3,5,3,10,6,7,1,1,7,3,5,5,10,10,5,14,7,5,10,12,17,18,20,22,26,22,30,14,28,42,44,48,37,65,42,46,76,63,80,59,81,109,114,121,113,130,173,170,225,180,202,228,217,221,257,274,288,290,349,369
2010,10,f,56,10,3,2,1,2,3,0,3,2,0,1,3,2,6,2,6,8,5,4,3,5,2,4,6,5,5,2,4,4,5,4,6,13,5,8,12,20,20,25,17,35,32,35,34,23,34,55,41,52,46,73,76,64,75,68,75,91,105,130,108,129,162,168,158,176,194,184,206,206,216,248,287,278,328
2011,1,f,243,20,6,5,9,4,4,2,2,4,0,1,3,1,2,0,2,5,14,11,12,12,15,14,15,20,21,26,18,19,26,36,33,30,31,28,31,27,41,53,64,62,73,69,72,78,101,99,101,111,122,126,130,135,154,131,142,173,172,214,207,217,238,280,319,261,313,324,315,340,362,431,432,466,501
2011,2,f,185,11,9,6,8,2,7,0,5,2,0,4,3,3,3,6,5,6,4,11,7,13,14,18,8,21,15,16,18,20,23,31,29,24,22,42,35,24,38,39,45,61,46,64,69,72,92,85,95,96,100,111,109,123,113,95,156,149,133,166,191,203,211,255,286,256,231,258,281,283,365,329,423,405,469
